EnglishDayNameOfWeek,EnglishMonthName,FrenchDayNameOfWeek,FrenchMonthName,SpanishDayNameOfWeek,SpanishMonthName,Sum of CalendarQuarter,Sum of CalendarSemester,Sum of CalendarYear,DateKey,Sum of DayNumberOfMonth,Sum of DayNumberOfWeek,Sum of DayNumberOfYear,Sum of FiscalQuarter,Sum of FiscalYear,Năm,Quý,Tháng,Ngày,Sum of MonthNumberOfYear,Sum of FiscalSemester,Sum of WeekNumberOfYear
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2012,20120116,16,2,16,3,2011,2012,Qtr 1,Tháng Giêng,16,1,2,3
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2012,20120123,23,2,23,3,2011,2012,Qtr 1,Tháng Giêng,23,1,2,4
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2012,20120130,30,2,30,3,2011,2012,Qtr 1,Tháng Giêng,30,1,2,5
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2013,20130107,7,2,7,3,2012,2013,Qtr 1,Tháng Giêng,7,1,2,2
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2013,20130114,14,2,14,3,2012,2013,Qtr 1,Tháng Giêng,14,1,2,3
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2013,20130121,21,2,21,3,2012,2013,Qtr 1,Tháng Giêng,21,1,2,4
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2013,20130128,28,2,28,3,2012,2013,Qtr 1,Tháng Giêng,28,1,2,5
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2014,20140106,6,2,6,3,2013,2014,Qtr 1,Tháng Giêng,6,1,2,2
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2014,20140113,13,2,13,3,2013,2014,Qtr 1,Tháng Giêng,13,1,2,3
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2014,20140120,20,2,20,3,2013,2014,Qtr 1,Tháng Giêng,20,1,2,4
Monday,January,Lundi,Janvier,Lunes,Enero,1,1,2014,20140127,27,2,27,3,2013,2014,Qtr 1,Tháng Giêng,27,1,2,5
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2005,20050704,4,2,185,1,2006,2005,Qtr 3,Tháng Bảy,4,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2005,20050711,11,2,192,1,2006,2005,Qtr 3,Tháng Bảy,11,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2005,20050718,18,2,199,1,2006,2005,Qtr 3,Tháng Bảy,18,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2005,20050725,25,2,206,1,2006,2005,Qtr 3,Tháng Bảy,25,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2006,20060703,3,2,184,1,2007,2006,Qtr 3,Tháng Bảy,3,7,1,27
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2006,20060710,10,2,191,1,2007,2006,Qtr 3,Tháng Bảy,10,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2006,20060717,17,2,198,1,2007,2006,Qtr 3,Tháng Bảy,17,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2006,20060724,24,2,205,1,2007,2006,Qtr 3,Tháng Bảy,24,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2006,20060731,31,2,212,1,2007,2006,Qtr 3,Tháng Bảy,31,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2007,20070702,2,2,183,1,2008,2007,Qtr 3,Tháng Bảy,2,7,1,27
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2007,20070709,9,2,190,1,2008,2007,Qtr 3,Tháng Bảy,9,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2007,20070716,16,2,197,1,2008,2007,Qtr 3,Tháng Bảy,16,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2007,20070723,23,2,204,1,2008,2007,Qtr 3,Tháng Bảy,23,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2007,20070730,30,2,211,1,2008,2007,Qtr 3,Tháng Bảy,30,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2008,20080707,7,2,189,1,2009,2008,Qtr 3,Tháng Bảy,7,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2008,20080714,14,2,196,1,2009,2008,Qtr 3,Tháng Bảy,14,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2008,20080721,21,2,203,1,2009,2008,Qtr 3,Tháng Bảy,21,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2008,20080728,28,2,210,1,2009,2008,Qtr 3,Tháng Bảy,28,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2009,20090706,6,2,187,1,2010,2009,Qtr 3,Tháng Bảy,6,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2009,20090713,13,2,194,1,2010,2009,Qtr 3,Tháng Bảy,13,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2009,20090720,20,2,201,1,2010,2009,Qtr 3,Tháng Bảy,20,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2009,20090727,27,2,208,1,2010,2009,Qtr 3,Tháng Bảy,27,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2010,20100705,5,2,186,1,2011,2010,Qtr 3,Tháng Bảy,5,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2010,20100712,12,2,193,1,2011,2010,Qtr 3,Tháng Bảy,12,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2010,20100719,19,2,200,1,2011,2010,Qtr 3,Tháng Bảy,19,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2010,20100726,26,2,207,1,2011,2010,Qtr 3,Tháng Bảy,26,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2011,20110704,4,2,185,1,2011,2011,Qtr 3,Tháng Bảy,4,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2011,20110711,11,2,192,1,2011,2011,Qtr 3,Tháng Bảy,11,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2011,20110718,18,2,199,1,2011,2011,Qtr 3,Tháng Bảy,18,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2011,20110725,25,2,206,1,2011,2011,Qtr 3,Tháng Bảy,25,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2012,20120702,2,2,184,1,2012,2012,Qtr 3,Tháng Bảy,2,7,1,27
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2012,20120709,9,2,191,1,2012,2012,Qtr 3,Tháng Bảy,9,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2012,20120716,16,2,198,1,2012,2012,Qtr 3,Tháng Bảy,16,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2012,20120723,23,2,205,1,2012,2012,Qtr 3,Tháng Bảy,23,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2012,20120730,30,2,212,1,2012,2012,Qtr 3,Tháng Bảy,30,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2013,20130701,1,2,182,1,2013,2013,Qtr 3,Tháng Bảy,1,7,1,27
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2013,20130708,8,2,189,1,2013,2013,Qtr 3,Tháng Bảy,8,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2013,20130715,15,2,196,1,2013,2013,Qtr 3,Tháng Bảy,15,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2013,20130722,22,2,203,1,2013,2013,Qtr 3,Tháng Bảy,22,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2013,20130729,29,2,210,1,2013,2013,Qtr 3,Tháng Bảy,29,7,1,31
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2014,20140707,7,2,188,1,2014,2014,Qtr 3,Tháng Bảy,7,7,1,28
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2014,20140714,14,2,195,1,2014,2014,Qtr 3,Tháng Bảy,14,7,1,29
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2014,20140721,21,2,202,1,2014,2014,Qtr 3,Tháng Bảy,21,7,1,30
Monday,July,Lundi,Juillet,Lunes,Julio,3,2,2014,20140728,28,2,209,1,2014,2014,Qtr 3,Tháng Bảy,28,7,1,31
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2005,20050606,6,2,157,4,2005,2005,Qtr 2,Tháng Sáu,6,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2005,20050613,13,2,164,4,2005,2005,Qtr 2,Tháng Sáu,13,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2005,20050620,20,2,171,4,2005,2005,Qtr 2,Tháng Sáu,20,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2005,20050627,27,2,178,4,2005,2005,Qtr 2,Tháng Sáu,27,6,2,27
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2006,20060605,5,2,156,4,2006,2006,Qtr 2,Tháng Sáu,5,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2006,20060612,12,2,163,4,2006,2006,Qtr 2,Tháng Sáu,12,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2006,20060619,19,2,170,4,2006,2006,Qtr 2,Tháng Sáu,19,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2006,20060626,26,2,177,4,2006,2006,Qtr 2,Tháng Sáu,26,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2007,20070604,4,2,155,4,2007,2007,Qtr 2,Tháng Sáu,4,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2007,20070611,11,2,162,4,2007,2007,Qtr 2,Tháng Sáu,11,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2007,20070618,18,2,169,4,2007,2007,Qtr 2,Tháng Sáu,18,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2007,20070625,25,2,176,4,2007,2007,Qtr 2,Tháng Sáu,25,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2008,20080602,2,2,154,4,2008,2008,Qtr 2,Tháng Sáu,2,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2008,20080609,9,2,161,4,2008,2008,Qtr 2,Tháng Sáu,9,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2008,20080616,16,2,168,4,2008,2008,Qtr 2,Tháng Sáu,16,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2008,20080623,23,2,175,4,2008,2008,Qtr 2,Tháng Sáu,23,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2008,20080630,30,2,182,4,2008,2008,Qtr 2,Tháng Sáu,30,6,2,27
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2009,20090601,1,2,152,4,2009,2009,Qtr 2,Tháng Sáu,1,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2009,20090608,8,2,159,4,2009,2009,Qtr 2,Tháng Sáu,8,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2009,20090615,15,2,166,4,2009,2009,Qtr 2,Tháng Sáu,15,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2009,20090622,22,2,173,4,2009,2009,Qtr 2,Tháng Sáu,22,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2009,20090629,29,2,180,4,2009,2009,Qtr 2,Tháng Sáu,29,6,2,27
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2010,20100607,7,2,158,4,2010,2010,Qtr 2,Tháng Sáu,7,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2010,20100614,14,2,165,4,2010,2010,Qtr 2,Tháng Sáu,14,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2010,20100621,21,2,172,4,2010,2010,Qtr 2,Tháng Sáu,21,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2010,20100628,28,2,179,4,2010,2010,Qtr 2,Tháng Sáu,28,6,2,27
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2011,20110606,6,2,157,4,2010,2011,Qtr 2,Tháng Sáu,6,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2011,20110613,13,2,164,4,2010,2011,Qtr 2,Tháng Sáu,13,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2011,20110620,20,2,171,4,2010,2011,Qtr 2,Tháng Sáu,20,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2011,20110627,27,2,178,4,2010,2011,Qtr 2,Tháng Sáu,27,6,2,27
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2012,20120604,4,2,156,4,2011,2012,Qtr 2,Tháng Sáu,4,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2012,20120611,11,2,163,4,2011,2012,Qtr 2,Tháng Sáu,11,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2012,20120618,18,2,170,4,2011,2012,Qtr 2,Tháng Sáu,18,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2012,20120625,25,2,177,4,2011,2012,Qtr 2,Tháng Sáu,25,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2013,20130603,3,2,154,4,2012,2013,Qtr 2,Tháng Sáu,3,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2013,20130610,10,2,161,4,2012,2013,Qtr 2,Tháng Sáu,10,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2013,20130617,17,2,168,4,2012,2013,Qtr 2,Tháng Sáu,17,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2013,20130624,24,2,175,4,2012,2013,Qtr 2,Tháng Sáu,24,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2014,20140602,2,2,153,4,2013,2014,Qtr 2,Tháng Sáu,2,6,2,23
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2014,20140609,9,2,160,4,2013,2014,Qtr 2,Tháng Sáu,9,6,2,24
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2014,20140616,16,2,167,4,2013,2014,Qtr 2,Tháng Sáu,16,6,2,25
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2014,20140623,23,2,174,4,2013,2014,Qtr 2,Tháng Sáu,23,6,2,26
Monday,June,Lundi,Juin,Lunes,Junio,2,1,2014,20140630,30,2,181,4,2013,2014,Qtr 2,Tháng Sáu,30,6,2,27
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2005,20050307,7,2,66,3,2005,2005,Qtr 1,Tháng Ba,7,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2005,20050314,14,2,73,3,2005,2005,Qtr 1,Tháng Ba,14,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2005,20050321,21,2,80,3,2005,2005,Qtr 1,Tháng Ba,21,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2005,20050328,28,2,87,3,2005,2005,Qtr 1,Tháng Ba,28,3,2,14
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2006,20060306,6,2,65,3,2006,2006,Qtr 1,Tháng Ba,6,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2006,20060313,13,2,72,3,2006,2006,Qtr 1,Tháng Ba,13,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2006,20060320,20,2,79,3,2006,2006,Qtr 1,Tháng Ba,20,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2006,20060327,27,2,86,3,2006,2006,Qtr 1,Tháng Ba,27,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2007,20070305,5,2,64,3,2007,2007,Qtr 1,Tháng Ba,5,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2007,20070312,12,2,71,3,2007,2007,Qtr 1,Tháng Ba,12,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2007,20070319,19,2,78,3,2007,2007,Qtr 1,Tháng Ba,19,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2007,20070326,26,2,85,3,2007,2007,Qtr 1,Tháng Ba,26,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2008,20080303,3,2,63,3,2008,2008,Qtr 1,Tháng Ba,3,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2008,20080310,10,2,70,3,2008,2008,Qtr 1,Tháng Ba,10,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2008,20080317,17,2,77,3,2008,2008,Qtr 1,Tháng Ba,17,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2008,20080324,24,2,84,3,2008,2008,Qtr 1,Tháng Ba,24,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2008,20080331,31,2,91,3,2008,2008,Qtr 1,Tháng Ba,31,3,2,14
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2009,20090302,2,2,61,3,2009,2009,Qtr 1,Tháng Ba,2,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2009,20090309,9,2,68,3,2009,2009,Qtr 1,Tháng Ba,9,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2009,20090316,16,2,75,3,2009,2009,Qtr 1,Tháng Ba,16,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2009,20090323,23,2,82,3,2009,2009,Qtr 1,Tháng Ba,23,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2009,20090330,30,2,89,3,2009,2009,Qtr 1,Tháng Ba,30,3,2,14
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2010,20100301,1,2,60,3,2010,2010,Qtr 1,Tháng Ba,1,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2010,20100308,8,2,67,3,2010,2010,Qtr 1,Tháng Ba,8,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2010,20100315,15,2,74,3,2010,2010,Qtr 1,Tháng Ba,15,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2010,20100322,22,2,81,3,2010,2010,Qtr 1,Tháng Ba,22,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2010,20100329,29,2,88,3,2010,2010,Qtr 1,Tháng Ba,29,3,2,14
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2011,20110307,7,2,66,3,2010,2011,Qtr 1,Tháng Ba,7,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2011,20110314,14,2,73,3,2010,2011,Qtr 1,Tháng Ba,14,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2011,20110321,21,2,80,3,2010,2011,Qtr 1,Tháng Ba,21,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2011,20110328,28,2,87,3,2010,2011,Qtr 1,Tháng Ba,28,3,2,14
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2012,20120305,5,2,65,3,2011,2012,Qtr 1,Tháng Ba,5,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2012,20120312,12,2,72,3,2011,2012,Qtr 1,Tháng Ba,12,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2012,20120319,19,2,79,3,2011,2012,Qtr 1,Tháng Ba,19,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2012,20120326,26,2,86,3,2011,2012,Qtr 1,Tháng Ba,26,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2013,20130304,4,2,63,3,2012,2013,Qtr 1,Tháng Ba,4,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2013,20130311,11,2,70,3,2012,2013,Qtr 1,Tháng Ba,11,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2013,20130318,18,2,77,3,2012,2013,Qtr 1,Tháng Ba,18,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2013,20130325,25,2,84,3,2012,2013,Qtr 1,Tháng Ba,25,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2014,20140303,3,2,62,3,2013,2014,Qtr 1,Tháng Ba,3,3,2,10
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2014,20140310,10,2,69,3,2013,2014,Qtr 1,Tháng Ba,10,3,2,11
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2014,20140317,17,2,76,3,2013,2014,Qtr 1,Tháng Ba,17,3,2,12
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2014,20140324,24,2,83,3,2013,2014,Qtr 1,Tháng Ba,24,3,2,13
Monday,March,Lundi,Mars,Lunes,Marzo,1,1,2014,20140331,31,2,90,3,2013,2014,Qtr 1,Tháng Ba,31,3,2,14
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2005,20050502,2,2,122,4,2005,2005,Qtr 2,Tháng Năm,2,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2005,20050509,9,2,129,4,2005,2005,Qtr 2,Tháng Năm,9,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2005,20050516,16,2,136,4,2005,2005,Qtr 2,Tháng Năm,16,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2005,20050523,23,2,143,4,2005,2005,Qtr 2,Tháng Năm,23,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2005,20050530,30,2,150,4,2005,2005,Qtr 2,Tháng Năm,30,5,2,23
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2006,20060501,1,2,121,4,2006,2006,Qtr 2,Tháng Năm,1,5,2,18
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2006,20060508,8,2,128,4,2006,2006,Qtr 2,Tháng Năm,8,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2006,20060515,15,2,135,4,2006,2006,Qtr 2,Tháng Năm,15,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2006,20060522,22,2,142,4,2006,2006,Qtr 2,Tháng Năm,22,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2006,20060529,29,2,149,4,2006,2006,Qtr 2,Tháng Năm,29,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2007,20070507,7,2,127,4,2007,2007,Qtr 2,Tháng Năm,7,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2007,20070514,14,2,134,4,2007,2007,Qtr 2,Tháng Năm,14,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2007,20070521,21,2,141,4,2007,2007,Qtr 2,Tháng Năm,21,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2007,20070528,28,2,148,4,2007,2007,Qtr 2,Tháng Năm,28,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2008,20080505,5,2,126,4,2008,2008,Qtr 2,Tháng Năm,5,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2008,20080512,12,2,133,4,2008,2008,Qtr 2,Tháng Năm,12,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2008,20080519,19,2,140,4,2008,2008,Qtr 2,Tháng Năm,19,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2008,20080526,26,2,147,4,2008,2008,Qtr 2,Tháng Năm,26,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2009,20090504,4,2,124,4,2009,2009,Qtr 2,Tháng Năm,4,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2009,20090511,11,2,131,4,2009,2009,Qtr 2,Tháng Năm,11,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2009,20090518,18,2,138,4,2009,2009,Qtr 2,Tháng Năm,18,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2009,20090525,25,2,145,4,2009,2009,Qtr 2,Tháng Năm,25,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2010,20100503,3,2,123,4,2010,2010,Qtr 2,Tháng Năm,3,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2010,20100510,10,2,130,4,2010,2010,Qtr 2,Tháng Năm,10,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2010,20100517,17,2,137,4,2010,2010,Qtr 2,Tháng Năm,17,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2010,20100524,24,2,144,4,2010,2010,Qtr 2,Tháng Năm,24,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2010,20100531,31,2,151,4,2010,2010,Qtr 2,Tháng Năm,31,5,2,23
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2011,20110502,2,2,122,4,2010,2011,Qtr 2,Tháng Năm,2,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2011,20110509,9,2,129,4,2010,2011,Qtr 2,Tháng Năm,9,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2011,20110516,16,2,136,4,2010,2011,Qtr 2,Tháng Năm,16,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2011,20110523,23,2,143,4,2010,2011,Qtr 2,Tháng Năm,23,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2011,20110530,30,2,150,4,2010,2011,Qtr 2,Tháng Năm,30,5,2,23
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2012,20120507,7,2,128,4,2011,2012,Qtr 2,Tháng Năm,7,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2012,20120514,14,2,135,4,2011,2012,Qtr 2,Tháng Năm,14,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2012,20120521,21,2,142,4,2011,2012,Qtr 2,Tháng Năm,21,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2012,20120528,28,2,149,4,2011,2012,Qtr 2,Tháng Năm,28,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2013,20130506,6,2,126,4,2012,2013,Qtr 2,Tháng Năm,6,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2013,20130513,13,2,133,4,2012,2013,Qtr 2,Tháng Năm,13,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2013,20130520,20,2,140,4,2012,2013,Qtr 2,Tháng Năm,20,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2013,20130527,27,2,147,4,2012,2013,Qtr 2,Tháng Năm,27,5,2,22
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2014,20140505,5,2,125,4,2013,2014,Qtr 2,Tháng Năm,5,5,2,19
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2014,20140512,12,2,132,4,2013,2014,Qtr 2,Tháng Năm,12,5,2,20
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2014,20140519,19,2,139,4,2013,2014,Qtr 2,Tháng Năm,19,5,2,21
Monday,May,Lundi,Mai,Lunes,Mayo,2,1,2014,20140526,26,2,146,4,2013,2014,Qtr 2,Tháng Năm,26,5,2,22
Monday,November,Lundi,Novembre,Lunes,Noviembre,4,2,2005,20051107,7,2,311,2,2006,2005,Qtr 4,Tháng Mười Một,7,11,1,46
