SalesOrderNumber,Sum of SalesOrderLineNumber,Sum of TaxAmt,Sum of UnitPrice,CurrencyKey,Sum of TotalProductCost,CarrierTrackingNumber,Count of CustomerKey,CustomerPONumber,Sum of DiscountAmount,Năm,Quý,Tháng,Ngày,Count of DueDateKey,Sum of ExtendedAmount,Sum of Freight,Năm,Quý,Tháng,Ngày,Count of OrderDateKey,Sum of OrderQuantity,Count of ProductKey,Sum of ProductStandardCost,Count of PromotionKey,Sum of RevisionNumber,Sum of SalesAmount,Count of SalesTerritoryKey,Năm,Quý,Tháng,Ngày,Count of ShipDateKey,Sum of UnitPriceDiscountPct
SO49562,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Tám,29,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49563,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Tám,29,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49564,1,$80.035,$1000.4375,19,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Tám,29,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49565,1,$165.7136,$2071.4196,19,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Tám,29,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49566,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$782.99,$19.5748,2012,Qtr 3,Tháng Tám,29,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49567,1,$165.7136,$2071.4196,98,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Tám,29,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49568,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,10,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Tám,29,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,5,1,0
SO49569,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Tám,30,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49570,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Tám,30,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49571,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Tám,30,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49572,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Tám,30,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49573,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Tám,30,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49574,1,$62.6392,$782.99,6,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,11,1,$782.99,$19.5748,2012,Qtr 3,Tháng Tám,30,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,6,1,0
SO49575,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Tám,31,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49576,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Tám,31,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49577,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Tám,31,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49578,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Tám,31,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49579,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Tám,31,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49580,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,12,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Tám,31,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,7,1,0
SO49581,1,$195.468,$2443.35,98,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,1,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49582,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,1,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49583,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,1,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49584,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,1,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49585,1,$163.9279,$2049.0982,98,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,1,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49586,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,1,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49587,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,1,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49588,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,1,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49589,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,1,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49590,1,$163.9279,$2049.0982,19,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,1,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49591,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,1,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49592,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,1,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49593,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,1,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49594,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,1,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49595,1,$80.035,$1000.4375,6,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,1,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49596,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,1,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49597,1,$195.468,$2443.35,6,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,13,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,1,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,8,1,0
SO49598,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,2,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49599,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,2,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49600,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,2,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49601,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,2,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49602,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,2,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49603,1,$195.468,$2443.35,6,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,14,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,2,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,9,1,0
SO49604,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,3,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49605,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,3,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49606,1,$62.6392,$782.99,98,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,3,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49607,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,3,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49608,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,3,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49609,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,3,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49610,1,$163.9279,$2049.0982,100,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,3,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49611,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,3,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49612,1,$62.6392,$782.99,98,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,15,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,3,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,10,1,0
SO49613,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,4,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49614,1,$62.6392,$782.99,98,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,4,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49615,1,$62.6392,$782.99,98,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,4,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49616,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49617,1,$163.9279,$2049.0982,100,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,4,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49618,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49619,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,4,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49620,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49621,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49622,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49623,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,4,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49624,1,$80.035,$1000.4375,6,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,4,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49625,1,$80.035,$1000.4375,6,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,4,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49626,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,16,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,4,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,11,1,0
SO49627,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,17,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,5,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,12,1,0
SO49628,1,$163.9279,$2049.0982,100,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,17,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,5,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,12,1,0
SO49629,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,17,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,5,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,12,1,0
SO49630,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,17,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,5,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,12,1,0
SO49631,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,17,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,5,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,12,1,0
SO49632,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,18,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,6,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,13,1,0
SO49633,1,$174.525,$2181.5625,19,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,18,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,6,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,13,1,0
SO49634,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,18,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,6,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,13,1,0
SO49635,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,18,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,6,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,13,1,0
SO49636,1,$195.468,$2443.35,6,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,18,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,6,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,13,1,0
SO49637,1,$174.525,$2181.5625,98,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,7,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49638,1,$80.035,$1000.4375,100,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,7,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49639,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,7,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49640,1,$163.9279,$2049.0982,100,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,7,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49641,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,7,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49642,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,7,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49643,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,7,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49644,1,$62.6392,$782.99,6,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,19,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,7,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,14,1,0
SO49645,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,8,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49646,1,$174.525,$2181.5625,100,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,8,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49647,1,$195.468,$2443.35,100,$1518.7864,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2443.35,$61.0838,2012,Qtr 3,Tháng Chín,8,1,1,1,$1518.7864,1,1,$2443.35,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49648,1,$80.035,$1000.4375,98,$605.6492,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$1000.4375,$25.0109,2012,Qtr 3,Tháng Chín,8,1,1,1,$605.6492,1,1,$1000.4375,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49649,1,$62.6392,$782.99,98,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,8,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49650,1,$163.9279,$2049.0982,98,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,8,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49651,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,8,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49652,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,8,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49653,1,$165.7136,$2071.4196,6,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,8,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49654,1,$163.9279,$2049.0982,6,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,8,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49655,1,$165.7136,$2071.4196,100,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,8,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49656,1,$163.9279,$2049.0982,100,$1105.81,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2049.0982,$51.2275,2012,Qtr 3,Tháng Chín,8,1,1,1,$1105.81,1,1,$2049.0982,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49657,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,8,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49658,1,$62.6392,$782.99,100,$486.7066,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$782.99,$19.5748,2012,Qtr 3,Tháng Chín,8,1,1,1,$486.7066,1,1,$782.99,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49659,1,$165.7136,$2071.4196,19,$1117.8559,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2071.4196,$51.7855,2012,Qtr 3,Tháng Chín,8,1,1,1,$1117.8559,1,1,$2071.4196,1,2012,Qtr 3,Tháng Chín,15,1,0
SO49660,1,$174.525,$2181.5625,6,$1320.6838,,1,,0,2012,Qtr 3,Tháng Chín,20,1,$2181.5625,$54.5391,2012,Qtr 3,Tháng Chín,8,1,1,1,$1320.6838,1,1,$2181.5625,1,2012,Qtr 3,Tháng Chín,15,1,0
