AccountKey,Sum of Amount,Năm,Quý,Tháng,Ngày,DateKey,Count of DepartmentGroupKey,Count of FinanceKey,Count of OrganizationKey,ScenarioKey
18,10976,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
18,13720,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
18,10976,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
18,8232,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
18,10976,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
18,13720,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
18,10976,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
18,10701,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
18,17836,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
18,17836,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
18,17836,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
18,17836,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
18,17836,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
18,17836,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
18,17836,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
18,17836,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
18,17836,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
18,17836,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
18,3795.51,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
18,24696,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
18,24696,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
18,24696,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
18,24696,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
18,24696,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
18,24696,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
18,24696,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
18,24696,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
18,24696,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
18,24696,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
18,24696,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
18,24696,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
19,33121.4,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
19,43720,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
19,43720,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
19,43720,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
19,43720,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
19,34976,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
19,43720,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
19,34976,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
19,43720,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
19,34976,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
19,43720,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
19,34976,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
19,45468,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
19,56836,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
19,56836,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
19,56836,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
19,45468,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
19,56836,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
19,56836,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
19,45468,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
19,56836,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
19,56836,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
19,56836,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
19,12093.54,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
19,78696,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
19,78696,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
19,78696,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
19,78696,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
19,78696,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
19,78696,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
19,78696,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
19,62956,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
19,62956,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
19,62956,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
19,62956,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
19,62956,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
20,10498.25,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
20,15092,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
20,14131,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
20,14406,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
20,13445,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
20,11854,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
20,12896,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
20,10097,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
20,7738,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
20,11524,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
20,12896,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
20,11305,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
20,11129,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
20,18549,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
20,16052,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
20,19441,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
20,19441,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
20,16944,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
20,16944,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
20,19441,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
20,17479,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
20,17657,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
20,16052,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
20,4137.01,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
20,24942,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
20,27165,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
20,25683,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
20,22720,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
20,26918,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
20,24202,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
20,23708,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
20,22226,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
20,26918,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
20,23708,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
20,26671,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
20,25930,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
21,59702.19,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
21,55695,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
21,51717,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
21,61622,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
21,60729,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
21,48226,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
21,68198,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
21,55018,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
21,57400,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
21,44626,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
21,56642,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
21,55018,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
21,67224,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
21,80376,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
21,86330,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
21,75343,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
21,65492,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
21,76723,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
21,80376,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
21,70796,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
21,74585,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
21,80052,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
21,75262,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
21,28502.35,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
21,93123,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
21,100674,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
21,116505,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
21,108251,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
21,105410,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
21,107629,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
21,101756,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
21,77129,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
21,85573,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
21,94395,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
21,82812,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
21,89307,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
22,9005.79,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
22,11770,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
22,11652,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
22,11770,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
22,11652,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
22,9416,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
22,11887,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
22,9321,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
22,6991,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
22,9321,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
22,11652,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
22,9510,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
22,9272,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
22,15147,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
22,15301,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
22,15147,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
22,15301,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
22,15454,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
22,15147,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
22,15454,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
22,15301,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
22,15301,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
22,15454,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
22,3223.16,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
22,20974,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
22,20974,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
22,21397,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
22,20974,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
22,21397,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
22,21186,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
22,21397,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
22,21397,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
22,21397,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
22,21186,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
22,21397,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
22,20974,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
23,3645.09,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
23,4811,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
23,4860,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
23,4860,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
23,4908,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
23,3849,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
23,4860,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
23,3888,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
23,4811,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
23,3888,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
23,4811,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
23,3849,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
23,5054,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
23,6318,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
23,6318,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
23,6254,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
23,5054,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
23,6381,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
23,6318,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
23,5054,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
23,6254,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
23,6318,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
23,6381,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
23,1358.23,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
23,8835,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
23,8660,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
23,8835,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
23,8748,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
23,8748,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
23,8748,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
23,8660,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
23,6928,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
23,6998,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
23,7068,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
23,7068,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
23,6998,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
24,18102.93,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
24,24641,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
24,25636,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
24,23147,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
24,23396,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
24,21106,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
24,23396,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
24,21106,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
24,14635,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
24,21106,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
24,22401,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
24,20708,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
24,20384,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
24,29444,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
24,30739,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
24,32357,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
24,32357,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
24,30739,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
24,32357,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
24,31386,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
24,29768,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
24,31709,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
24,31709,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
24,6472.16,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
24,47042,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
24,41665,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
24,41665,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
24,42113,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
24,48386,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
24,43905,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
24,48386,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
24,41665,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
24,47938,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
24,42561,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
24,43457,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
24,48386,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
28,16163.5,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
28,23511,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
28,19810,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
28,22640,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
28,20681,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
28,16196,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
28,20681,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
28,18112,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
28,21552,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
28,16893,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
28,23076,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
28,17590,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
28,21282,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
28,29433,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
28,27734,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
28,28301,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
28,22867,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
28,25470,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
28,25753,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
28,21055,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
28,29716,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
28,26602,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
28,26036,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
28,6323.22,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
28,38794,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
28,37226,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
28,39577,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
28,40361,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
28,39969,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
28,36442,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
28,35267,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
28,31662,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
28,33543,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
28,33229,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
28,33856,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
28,30094,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
29,129964.11,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
29,209682,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
29,202056,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
29,198240,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
29,190620,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
29,167742,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
29,207774,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
29,149442,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
29,120090,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
29,140292,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
29,179178,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
29,147918,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
29,148680,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
29,250284,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
29,257718,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
29,227976,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
29,272586,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
29,267630,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
29,262674,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
29,235410,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
29,247806,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
29,240366,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
29,223020,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
29,57466.72,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
29,346542,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
29,377424,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
29,356838,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
29,315666,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
29,373992,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
29,336252,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
29,329388,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
29,308802,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
29,373992,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
29,329388,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
29,370560,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
29,360270,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
31,65981.1,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
31,49290,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
31,49815,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
31,56856,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
31,50539,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
31,40900,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
31,56332,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
31,44596,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
31,55058,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
31,43297,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
31,51687,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
31,47917,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
31,56282,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
31,65396,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
31,78930,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
31,68068,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
31,52187,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
31,65396,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
31,80902,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
31,54534,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
31,62974,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
31,68068,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
31,74160,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
31,21516.05,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
31,90541,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
31,104874,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
31,92139,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
31,108869,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
31,100329,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
31,100329,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
31,108869,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
31,80902,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
31,83599,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
31,85497,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
31,75659,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
31,71913,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
32,25512.16,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
32,34311,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
32,30816,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
32,30181,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
32,30181,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
32,24653,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
32,32723,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
32,27957,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
32,18680,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
32,24145,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
32,32087,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
32,23382,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
32,25524,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
